id,category
1177308,2 Poor
1177310,1 Good
1177311,1 Good
1177312,1 Good
1177314,2 Poor
1177317,1 Good
1177318,2 Poor
1177319,1 Good
1177320,1 Good
1177321,2 Poor
1177322,2 Poor
1177323,1 Good
1177325,2 Poor
1177326,1 Good
1177329,2 Poor
1177330,1 Good
1177331,2 Poor
1177332,1 Good
1177333,1 Good
1177335,1 Good
1177337,1 Good
1177338,2 Poor
1177339,1 Good
1177340,1 Good
1177342,1 Good
1177343,2 Poor
1177344,1 Good
1177345,2 Poor
1177346,2 Poor
1177348,2 Poor
1177349,2 Poor
1177350,1 Good
1177354,1 Good
1177356,1 Good
1177358,1 Good
1177359,1 Good
1177361,2 Poor
1177362,3 Bad
1177363,1 Good
1177364,2 Poor
1177366,2 Poor
1177370,1 Good
1177371,4 Very bad
1177372,1 Good
1177373,1 Good
1177375,2 Poor
1177376,2 Poor
1177377,1 Good
1177379,1 Good
1177380,1 Good
1177381,2 Poor
1177384,2 Poor
1177385,2 Poor
1177386,1 Good
1177387,2 Poor
1177388,1 Good
1177390,1 Good
1177391,2 Poor
1177392,2 Poor
1177393,1 Good
1177394,1 Good
1177395,2 Poor
1177396,1 Good
1177397,1 Good
1177398,1 Good
1177399,4 Very bad
1177400,1 Good
1177402,1 Good
1177407,2 Poor
1177408,1 Good
1177413,1 Good
1177414,1 Good
1177415,1 Good
1177416,1 Good
1177417,1 Good
1177418,1 Good
1177419,1 Good
1177421,2 Poor
1177422,1 Good
1177423,1 Good
1177424,2 Poor
1177425,2 Poor
1177428,1 Good
1177429,1 Good
1177431,2 Poor
1177432,1 Good
1177433,2 Poor
1177441,1 Good
1177443,1 Good
1177447,2 Poor
1177448,1 Good
1177449,2 Poor
1177450,4 Very bad
1177451,2 Poor
1177452,2 Poor
1177453,1 Good
1177454,1 Good
1177456,3 Bad
1177457,2 Poor
1177458,2 Poor
1177459,1 Good
1177460,1 Good
1177461,1 Good
1177462,2 Poor
1177463,2 Poor
1177464,1 Good
1177465,1 Good
1177466,2 Poor
1177467,3 Bad
1177468,3 Bad
1177469,2 Poor
1177471,1 Good
1177472,2 Poor
1177473,1 Good
1177475,1 Good
1177476,1 Good
1177479,1 Good
1177481,3 Bad
1177482,2 Poor
1177483,2 Poor
1177485,2 Poor
1177486,1 Good
1177487,2 Poor
1177488,2 Poor
1177489,2 Poor
1177490,1 Good
1177491,1 Good
1177492,2 Poor
1177494,1 Good
1177495,1 Good
1177496,1 Good
1177498,1 Good
1177499,2 Poor
1177500,2 Poor
1177501,1 Good
1177503,1 Good
1177504,2 Poor
1177505,1 Good
1177506,1 Good
1177507,1 Good
1177508,1 Good
1177509,2 Poor
1177510,2 Poor
1177511,1 Good
1177512,1 Good
1177513,2 Poor
1177514,2 Poor
1177516,1 Good
1177517,2 Poor
1177518,2 Poor
1177519,1 Good
1177520,2 Poor
1177521,1 Good
1177522,1 Good
1177523,1 Good
1177528,2 Poor
1177529,1 Good
1177530,1 Good
1177532,1 Good
1177533,1 Good
1177534,2 Poor
1177535,2 Poor
1177536,1 Good
1177537,1 Good
1177539,1 Good
1177540,1 Good
1177544,2 Poor
1177547,1 Good
1177548,2 Poor
1177549,2 Poor
1177550,1 Good
1177551,2 Poor
1177553,1 Good
1177554,1 Good
1177555,3 Bad
1177556,2 Poor
1177558,1 Good
1177560,2 Poor
1177562,2 Poor
1177563,1 Good
1177566,1 Good
1177567,2 Poor
1177568,2 Poor
1177569,2 Poor
1177570,1 Good
1177571,1 Good
1177572,2 Poor
1177574,1 Good
1177575,1 Good
1177577,3 Bad
1177578,1 Good
1177579,2 Poor
1177580,1 Good
1177581,1 Good
1177582,1 Good
1177583,1 Good
1177584,3 Bad
1177585,1 Good
1177586,1 Good
1177587,1 Good
1177588,1 Good
1177589,2 Poor
1177590,2 Poor
1177591,1 Good
1177592,2 Poor
1177593,1 Good
1177594,2 Poor
1177595,1 Good
1177596,2 Poor
1177597,1 Good
1177598,1 Good
1177599,2 Poor
1177600,2 Poor
1177601,1 Good
1177602,1 Good
1177603,2 Poor
1177604,1 Good
1177605,1 Good
1177606,1 Good
1177607,1 Good
1177608,1 Good
1177609,1 Good
1177611,1 Good
1177612,2 Poor
1177613,2 Poor
1177614,2 Poor
1177615,2 Poor
1177616,1 Good
1177617,2 Poor
1177618,2 Poor
1177619,1 Good
1177620,2 Poor
1177621,2 Poor
1177625,1 Good
1177626,2 Poor
1177630,1 Good
1177631,1 Good
1177632,1 Good
1177633,1 Good
1177636,1 Good
1177637,2 Poor
1177638,2 Poor
1177640,2 Poor
1177641,2 Poor
1177643,1 Good
1177645,4 Very bad
1177646,1 Good
1177647,1 Good
1177648,3 Bad
1177649,2 Poor
1177651,1 Good
1177652,1 Good
1177653,2 Poor
1177655,1 Good
1177656,1 Good
1177657,2 Poor
1177658,1 Good
1177659,2 Poor
1177660,1 Good
1177661,2 Poor
1177662,2 Poor
1177664,1 Good
1177665,1 Good
1177666,2 Poor
1177668,1 Good
1177669,1 Good
1177670,2 Poor
1177671,1 Good
1177672,1 Good
1177673,1 Good
1177674,1 Good
1177675,2 Poor
1177676,1 Good
1177677,1 Good
1177678,2 Poor
1177679,1 Good
1177680,1 Good
1177681,2 Poor
1177682,1 Good
1177683,1 Good
1177684,2 Poor
1177685,2 Poor
1177686,2 Poor
1177687,1 Good
1177688,1 Good
1177690,1 Good
1177691,1 Good
1177692,1 Good
1177693,1 Good
1177695,2 Poor
1177696,1 Good
1177697,1 Good
1177698,2 Poor
1177699,2 Poor
1177701,1 Good
1177702,2 Poor
1177703,1 Good
1177706,1 Good
1177709,1 Good
1177710,1 Good
1177711,1 Good
1177712,1 Good
1177713,1 Good
1177714,2 Poor
1177715,1 Good
1177716,2 Poor
1177717,2 Poor
1177718,1 Good
1177719,2 Poor
1177720,2 Poor
1177721,1 Good
1177722,1 Good
1177723,2 Poor
1177724,2 Poor
1177725,1 Good
1177726,2 Poor
1177727,1 Good
1177728,2 Poor
1177729,1 Good
1177730,2 Poor
1177731,1 Good
1177732,2 Poor
1177733,1 Good
1177734,1 Good
1177735,1 Good
1177736,1 Good
1177737,1 Good
1177738,2 Poor
1177739,1 Good
1177740,2 Poor
1177742,2 Poor
1177743,1 Good
1177744,1 Good
1177745,2 Poor
1177747,2 Poor
1177748,1 Good
1177749,2 Poor
1177750,1 Good
1177751,1 Good
1177752,1 Good
1177753,1 Good
1177754,2 Poor
1177755,1 Good
1177756,2 Poor
1177757,1 Good
1177758,1 Good
1177760,1 Good
1177762,2 Poor
1177763,1 Good
1177764,2 Poor
1177765,1 Good
1177766,1 Good
1177767,2 Poor
1177768,2 Poor
1177769,2 Poor
1177770,1 Good
1177772,1 Good
1177773,1 Good
1177775,1 Good
1177776,1 Good
1177777,1 Good
1177778,2 Poor
1177779,1 Good
1177780,1 Good
1177781,1 Good
1177782,2 Poor
1177792,2 Poor
1177793,1 Good
1177794,1 Good
1177795,2 Poor
1177796,1 Good
1177797,1 Good
1177803,1 Good
1177807,1 Good
1177810,2 Poor
1177811,2 Poor
1177813,2 Poor
1177814,1 Good
1177815,2 Poor
1177816,1 Good
1177817,1 Good
1177819,2 Poor
1177820,1 Good
1177821,2 Poor
1177823,2 Poor
1177824,1 Good
1177825,1 Good
1177826,2 Poor
1177827,1 Good
1177828,2 Poor
1177829,1 Good
1177830,3 Bad
1177831,2 Poor
1177832,1 Good
1177833,2 Poor
1177834,2 Poor
1177835,1 Good
1177836,1 Good
1177837,2 Poor
1177838,1 Good
1177839,1 Good
1177840,1 Good
1177841,1 Good
1177842,2 Poor
1177847,1 Good
1177848,1 Good
1177849,1 Good
1177850,1 Good
1177851,1 Good
1177852,1 Good
1177853,2 Poor
1177854,2 Poor
1177855,2 Poor
1177856,2 Poor
1177857,1 Good
1177858,2 Poor
1177859,1 Good
1177860,2 Poor
1177861,1 Good
1177862,3 Bad
1177863,3 Bad
1177864,1 Good
1177865,1 Good
1177866,1 Good
1177867,1 Good
1177868,1 Good
1177869,2 Poor
1177870,1 Good
1177871,1 Good
1177872,1 Good
1177873,1 Good
1177874,1 Good
1177875,1 Good
1177876,1 Good
1177877,1 Good
1177878,2 Poor
1177879,1 Good
1177880,1 Good
1177881,2 Poor
1177882,1 Good
1177884,1 Good
1177886,1 Good
1177889,2 Poor
1177890,2 Poor
1177891,2 Poor
1177892,2 Poor
1177893,2 Poor
1177894,1 Good
1177895,1 Good
1177896,1 Good
1177897,1 Good
1177898,1 Good
1177899,1 Good
1177900,1 Good
1177901,1 Good
1177902,2 Poor
1177903,2 Poor
1177904,1 Good
1177905,2 Poor
1177907,1 Good
1177908,1 Good
1177909,1 Good
1177911,2 Poor
1177912,1 Good
1177913,1 Good
1177914,1 Good
1177915,1 Good
1177916,1 Good
1177917,2 Poor
1177918,4 Very bad
1177919,1 Good
1177922,1 Good
1177923,1 Good
1177924,1 Good
1177925,1 Good
1177926,1 Good
1177927,1 Good
1177928,2 Poor
1177929,1 Good
1177930,1 Good
1177931,2 Poor
1177932,1 Good
1177935,2 Poor
1177936,2 Poor
1177937,1 Good
1177938,1 Good
1177939,1 Good
1177940,2 Poor
1177941,1 Good
1177942,1 Good
1177944,1 Good
1177945,2 Poor
1177946,2 Poor
1177947,1 Good
1177948,2 Poor
1177952,2 Poor
1177953,2 Poor
1177954,2 Poor
1177955,1 Good
1177956,1 Good
1177957,2 Poor
1177958,1 Good
1177960,1 Good
1177961,2 Poor
1177962,2 Poor
1177963,2 Poor
1177964,2 Poor
1177965,1 Good
1177966,2 Poor
1177967,1 Good
1177968,1 Good
1177969,1 Good
1177970,1 Good
1177971,2 Poor
1177972,2 Poor
1177973,1 Good
1177974,4 Very bad
1177975,2 Poor
1177976,2 Poor
1177978,1 Good
1177979,3 Bad
1177981,1 Good
1177982,2 Poor
1177983,1 Good
1177984,2 Poor
1177985,2 Poor
1177986,2 Poor
1177988,1 Good
1177989,2 Poor
1177990,1 Good
1177991,1 Good
1177992,1 Good
1177993,1 Good
1177994,1 Good
1177995,2 Poor
1177996,1 Good
1177997,2 Poor
1177998,1 Good
1177999,2 Poor
1178000,1 Good
1178001,1 Good
1178004,1 Good
1178005,1 Good
1178006,1 Good
1178007,1 Good
1178008,1 Good
1178009,1 Good
1178010,2 Poor
1178012,2 Poor
1178013,1 Good
1178014,1 Good
1178015,2 Poor
1178016,1 Good
1178017,1 Good
1178018,1 Good
1178019,1 Good
1178020,2 Poor
1178021,1 Good
1178022,1 Good
1178023,2 Poor
1178024,1 Good
1178025,1 Good
1178026,1 Good
1178027,1 Good
1178028,2 Poor
1178029,2 Poor
1178030,1 Good
1178033,2 Poor
1178034,1 Good
1178037,2 Poor
1178038,1 Good
1178039,1 Good
1178040,2 Poor
1178041,2 Poor
1178042,2 Poor
1178043,1 Good
1178044,2 Poor
1178045,2 Poor
1178046,2 Poor
1178047,1 Good
1178048,1 Good
1178049,2 Poor
1178050,2 Poor
1178051,1 Good
1178052,1 Good
1178053,3 Bad
1178054,1 Good
1178055,2 Poor
1178057,1 Good
1178059,1 Good
1178060,1 Good
1178061,1 Good
1178063,1 Good
1178064,2 Poor
1178067,1 Good
1178068,2 Poor
1178069,1 Good
1178070,2 Poor
1178071,2 Poor
1178072,1 Good
1178074,2 Poor
1178075,2 Poor
1178076,1 Good
1178077,1 Good
1178078,2 Poor
1178079,1 Good
1178080,2 Poor
1178081,2 Poor
1178082,1 Good
1178083,1 Good
1178084,1 Good
1178085,1 Good
1178086,3 Bad
1178087,1 Good
1178088,2 Poor
1178089,1 Good
1178090,2 Poor
1178091,1 Good
1178092,1 Good
1178093,1 Good
1178094,1 Good
1178095,2 Poor
1178096,2 Poor
1178097,2 Poor
1178098,2 Poor
1178099,1 Good
1178100,1 Good
1178101,1 Good
1178103,1 Good
1178104,1 Good
1178110,2 Poor
1178111,2 Poor
1178113,1 Good
1178114,1 Good
1178115,2 Poor
1178116,1 Good
1178117,2 Poor
1178118,2 Poor
1178119,1 Good
1178120,2 Poor
1178123,1 Good
1178125,1 Good
1178126,1 Good
1178127,2 Poor
1178128,1 Good
1178129,1 Good
1178130,1 Good
1178131,1 Good
1178132,1 Good
1178133,2 Poor
1178134,2 Poor
1178135,2 Poor
1178136,1 Good
1178137,1 Good
1178138,2 Poor
1178139,1 Good
1178140,1 Good
1178141,2 Poor
1178142,2 Poor
1178143,1 Good
1178145,1 Good
1178146,2 Poor
1178147,1 Good
1178148,2 Poor
1178150,2 Poor
1178151,1 Good
1178152,2 Poor
1178153,1 Good
1178155,2 Poor
1178156,2 Poor
1178157,1 Good
1178160,1 Good
1178163,2 Poor
1178164,1 Good
1178165,2 Poor
1178166,1 Good
1178167,1 Good
1178168,2 Poor
1178169,1 Good
1178170,2 Poor
1178171,2 Poor
1178172,1 Good
1178173,2 Poor
1178174,1 Good
1178175,1 Good
1178176,2 Poor
1178184,1 Good
1178187,2 Poor
1178188,2 Poor
1178189,1 Good
1178190,1 Good
1178191,3 Bad
1178192,2 Poor
1178193,1 Good
1178194,1 Good
1178195,1 Good
1178197,1 Good
1178198,2 Poor
1178199,2 Poor
1178203,4 Very bad
1178204,2 Poor
1178205,1 Good
1178206,2 Poor
1178207,2 Poor
1178208,2 Poor
1178209,1 Good
1178210,2 Poor
1178212,1 Good
1178213,2 Poor
1178214,2 Poor
1178215,1 Good
1178216,1 Good
1178224,1 Good
1178230,1 Good
1178234,1 Good
1178235,1 Good
1178236,1 Good
1178239,1 Good
1178240,2 Poor
1178241,1 Good
1178242,1 Good
1178246,1 Good
1178247,2 Poor
1178248,1 Good
1178255,2 Poor
1178256,2 Poor
1178257,1 Good
1178258,1 Good
1178259,1 Good
1178260,1 Good
1178261,2 Poor
1178263,2 Poor
1178265,1 Good
1178266,1 Good
1178268,1 Good
1178269,1 Good
1178271,2 Poor
1178272,1 Good
1178273,1 Good
1178276,2 Poor
1178278,1 Good
1178279,1 Good
1178284,1 Good
1178287,1 Good
1178289,2 Poor
1178290,2 Poor
1178291,4 Very bad
1178293,1 Good
1178294,2 Poor
1178295,2 Poor
1178296,1 Good
1178297,2 Poor
1178300,1 Good
1178301,1 Good
1178302,1 Good
1178303,2 Poor
1178304,3 Bad
1178305,2 Poor
1178306,2 Poor
1178307,2 Poor
1178308,1 Good
1178309,1 Good
1178311,1 Good
1178313,1 Good
1178314,1 Good
1178316,1 Good
1178325,1 Good
1178326,1 Good
1178327,1 Good
1178328,2 Poor
1178329,2 Poor
1178332,1 Good
1178333,1 Good
1178334,2 Poor
1178335,1 Good
1178336,1 Good
1178337,1 Good
1178338,2 Poor
1178339,1 Good
1178340,2 Poor
1178341,2 Poor
1178342,1 Good
1178343,1 Good
1178344,1 Good
1178345,1 Good
1178346,2 Poor
1178347,1 Good
1178349,1 Good
1178352,1 Good
1178353,1 Good
1178356,1 Good
1178358,2 Poor
1178359,1 Good
1178360,2 Poor
1178361,1 Good
1178362,2 Poor
1178364,1 Good
1178365,2 Poor
1178366,1 Good
1178368,1 Good
1178369,2 Poor
1178370,1 Good
1178371,2 Poor
1178372,1 Good
1178373,2 Poor
1178374,1 Good
1178375,2 Poor
1178376,1 Good
1178377,1 Good
1178378,1 Good
1178380,1 Good
1178381,2 Poor
1178382,2 Poor
1178383,1 Good
1178384,3 Bad
1178385,1 Good
1178386,1 Good
1178387,1 Good
1178388,1 Good
1178389,1 Good
1178390,1 Good
1178394,2 Poor
1178395,1 Good
1178396,1 Good
1178397,1 Good
1178398,1 Good
1178399,2 Poor
1178400,1 Good
1178408,1 Good
1178412,2 Poor
1178414,1 Good
1178415,2 Poor
1178416,1 Good
1178419,2 Poor
1178420,2 Poor
1178421,2 Poor
1178422,1 Good
1178425,1 Good
1178426,1 Good
1178427,2 Poor
1178428,2 Poor
1178429,2 Poor
1178431,1 Good
1178432,1 Good
1178433,2 Poor
1178434,1 Good
1178435,2 Poor
1178436,4 Very bad
1178438,1 Good
1178439,1 Good
1178440,1 Good
1178441,2 Poor
1178444,1 Good
1178445,2 Poor
1178446,2 Poor
1178447,4 Very bad
1178448,1 Good
1178450,2 Poor
1178452,1 Good
1178454,4 Very bad
1178455,1 Good
1178456,1 Good
1178458,2 Poor
1178459,2 Poor
1178460,1 Good
1178461,2 Poor
1178462,1 Good
1178464,2 Poor
1178465,1 Good
1178466,2 Poor
1178467,4 Very bad
1178468,1 Good
1178470,1 Good
1178471,2 Poor
1178472,1 Good
1178473,1 Good
1178478,1 Good
1178484,2 Poor
1178485,1 Good
1178486,1 Good
1178487,1 Good
1178488,2 Poor
1178490,1 Good
1178493,1 Good
1178495,1 Good
1178496,1 Good
1178497,2 Poor
1178498,2 Poor
1178499,2 Poor
1178500,1 Good
1178501,3 Bad
1178502,1 Good
1178503,2 Poor
1178504,2 Poor
1178506,1 Good
1178507,1 Good
1178508,1 Good
1178509,1 Good
1178511,1 Good
1178512,2 Poor
1178513,2 Poor
1178514,1 Good
1178515,1 Good
1178516,1 Good
1178517,1 Good
1178518,1 Good
1178519,2 Poor
1178520,1 Good
1178521,1 Good
1178522,1 Good
1178524,1 Good
1178525,1 Good
1178526,1 Good
1178527,1 Good
1178533,1 Good
1178534,2 Poor
1178536,2 Poor
1178537,1 Good
1178538,1 Good
1178539,1 Good
1178542,2 Poor
1178544,2 Poor
1178545,1 Good
1178546,2 Poor
1178547,1 Good
1178551,1 Good
1178552,1 Good
1178553,2 Poor
1178554,1 Good
1178555,1 Good
1178556,2 Poor
1178557,2 Poor
1178558,2 Poor
1178559,2 Poor
1178560,2 Poor
1178562,1 Good
1178564,1 Good
1178565,1 Good
1178566,1 Good
1178568,2 Poor
1178569,1 Good
1178570,2 Poor
1178572,1 Good
1178574,2 Poor
1178575,1 Good
1178576,1 Good
1178577,2 Poor
1178578,2 Poor
1178579,2 Poor
1178580,1 Good
1178581,2 Poor
1178582,1 Good
1178583,2 Poor
1178584,1 Good
1178585,1 Good
1178586,2 Poor
1178587,1 Good
1178588,2 Poor
1178589,2 Poor
1178590,1 Good
1178591,2 Poor
1178592,1 Good
1178594,1 Good
1178595,1 Good
1178596,2 Poor
1178597,2 Poor
1178598,1 Good
1178599,1 Good
1178600,1 Good
1178601,1 Good
1178602,2 Poor
1178603,1 Good
1178604,1 Good
1178605,1 Good
1178606,1 Good
1178607,1 Good
1178609,2 Poor
1178610,1 Good
1178611,1 Good
1178612,1 Good
1178613,1 Good
1178614,1 Good
1178615,2 Poor
1178616,1 Good
1178617,2 Poor
1178618,2 Poor
1178619,2 Poor
1178620,1 Good
1178621,2 Poor
1178622,2 Poor
1178623,1 Good
1178624,1 Good
1178625,1 Good
1178626,2 Poor
1178627,2 Poor
1178628,1 Good
1178629,1 Good
1178630,1 Good
1178631,1 Good
1178632,1 Good
1178633,2 Poor
1178634,1 Good
1178635,1 Good
1178636,2 Poor
1178637,3 Bad
1178639,2 Poor
1178640,1 Good
1178641,2 Poor
1178647,1 Good
1178648,2 Poor
1178650,2 Poor
1178651,1 Good
1178656,1 Good
1178657,2 Poor
1178658,2 Poor
1178661,1 Good
1178662,2 Poor
1178665,1 Good
1178666,2 Poor
1178667,2 Poor
1178668,1 Good
1178669,1 Good
1178670,2 Poor
1178673,1 Good
1178676,2 Poor
1178677,2 Poor
1178678,1 Good
1178679,1 Good
1178683,1 Good
1178684,1 Good
1178685,2 Poor
1178686,1 Good
1178687,1 Good
1178688,1 Good
1178689,1 Good
1178692,2 Poor
1178693,1 Good
1178694,1 Good
1178695,1 Good
1178696,2 Poor
1178697,2 Poor
1178698,2 Poor
1178699,1 Good
1178700,1 Good
1178701,2 Poor
1178702,2 Poor
1178703,2 Poor
1178704,2 Poor
1178705,1 Good
1178706,1 Good
1178707,1 Good
1178708,2 Poor
1178709,2 Poor
1178710,2 Poor
1178711,1 Good
1178712,1 Good
1178713,2 Poor
1178714,2 Poor
1178715,1 Good
1178716,1 Good
1178717,2 Poor
1178718,1 Good
1178720,2 Poor
1178721,1 Good
1178722,2 Poor
1178723,1 Good
1178724,2 Poor
1178725,2 Poor
1178726,2 Poor
1178727,1 Good
1178728,1 Good
1178729,2 Poor
1178730,2 Poor
1178731,1 Good
1178732,2 Poor
1178733,1 Good
1178734,2 Poor
1178735,2 Poor
1178736,1 Good
1178737,1 Good
1178738,1 Good
1178739,1 Good
1178741,1 Good
1178742,1 Good
1178743,1 Good
1178745,1 Good
1178746,1 Good
1178749,1 Good
1178750,1 Good
1178751,1 Good
1178753,1 Good
1178754,1 Good
1178757,2 Poor
1178758,2 Poor
1178760,2 Poor
1178761,1 Good
1178762,1 Good
1178763,1 Good
1178768,1 Good
1178770,2 Poor
1178774,2 Poor
1178775,1 Good
1178776,1 Good
1178777,1 Good
1178778,2 Poor
1178779,2 Poor
1178780,2 Poor
1178781,1 Good
1178782,1 Good
1178783,2 Poor
1178784,2 Poor
1178787,2 Poor
1178788,1 Good
1178789,2 Poor
1178790,1 Good
1178792,1 Good
1178793,1 Good
1178794,1 Good
1178795,2 Poor
1178796,3 Bad
1178797,2 Poor
1178798,1 Good
1178799,1 Good
1178800,1 Good
1178801,4 Very bad
1178802,1 Good
1178803,2 Poor
1178804,2 Poor
1178805,1 Good
1178806,2 Poor
1178807,1 Good
1178808,2 Poor
1178809,3 Bad
1178810,2 Poor
1178811,1 Good
1178812,1 Good
1178813,2 Poor
1178815,2 Poor
1178816,2 Poor
1178817,2 Poor
1178818,1 Good
1178819,2 Poor
1178820,2 Poor
1178821,1 Good
1178822,1 Good
1178823,2 Poor
1178824,1 Good
1178825,2 Poor
1178826,1 Good
1178828,1 Good
1178829,1 Good
1178830,2 Poor
1178831,2 Poor
1178832,2 Poor
1178833,1 Good
1178834,1 Good
1178835,1 Good
1178836,1 Good
1178838,2 Poor
1178839,2 Poor
1178841,2 Poor
1178842,2 Poor
1178843,2 Poor
1178844,3 Bad
1178846,2 Poor
1178847,1 Good
1178848,1 Good
1178849,3 Bad
1178850,2 Poor
1178851,1 Good
1178852,1 Good
1178853,2 Poor
1178854,2 Poor
1178855,1 Good
1178856,2 Poor
1178857,2 Poor
1178860,2 Poor
1178861,1 Good
1178862,2 Poor
1178863,1 Good
1178864,1 Good
1178865,1 Good
1178866,2 Poor
1178867,1 Good
1178868,1 Good
1178869,1 Good
1178877,1 Good
1178878,1 Good
1178882,1 Good
1178883,4 Very bad
1178884,1 Good
1178885,2 Poor
1178886,1 Good
1178887,2 Poor
1178888,1 Good
1178889,1 Good
1178890,1 Good
1178892,1 Good
1178893,1 Good
1178894,1 Good
1178895,1 Good
1178897,2 Poor
1178898,1 Good
1178899,1 Good
1178902,1 Good
1178903,1 Good
1178904,2 Poor
1178905,1 Good
1178906,1 Good
1178908,1 Good
1178909,2 Poor
1178911,1 Good
1178912,2 Poor
1178913,2 Poor
1178919,1 Good
1178920,1 Good
1178921,1 Good
1178922,1 Good
1178923,1 Good
1178924,1 Good
1178925,1 Good
1178927,1 Good
1178928,1 Good
1178929,3 Bad
1178930,2 Poor
1178931,1 Good
1178932,1 Good
1178933,1 Good
1178934,1 Good
1178935,2 Poor
1178936,1 Good
1178937,2 Poor
1178938,1 Good
1178939,1 Good
1178940,1 Good
1178941,2 Poor
1178942,1 Good
1178943,2 Poor
1178944,1 Good
1178945,2 Poor
1178946,2 Poor
1178947,1 Good
1178948,2 Poor
1178949,2 Poor
1178951,1 Good
1178952,2 Poor
1178953,2 Poor
1178954,2 Poor
1178955,1 Good
1178956,1 Good
1178957,1 Good
1178959,2 Poor
1178960,1 Good
1178961,2 Poor
1178962,1 Good
1178963,1 Good
1178965,2 Poor
1178967,1 Good
1178968,2 Poor
1178969,2 Poor
1178970,2 Poor
1178971,2 Poor
1178972,2 Poor
1178973,2 Poor
1178974,1 Good
1178975,2 Poor
1178977,2 Poor
1178979,1 Good
1178986,2 Poor
1178987,1 Good
1178988,1 Good
1178989,2 Poor
1178990,3 Bad
1178991,1 Good
1178992,1 Good
1178995,1 Good
1178996,2 Poor
1178997,1 Good
1178998,2 Poor
1178999,1 Good
1179000,2 Poor
1179001,1 Good
1179002,2 Poor
1179003,1 Good
1179004,2 Poor
1179005,2 Poor
1179006,1 Good
1179007,1 Good
1179008,1 Good
1179009,2 Poor
1179010,2 Poor
1179011,2 Poor
1179012,1 Good
1179013,2 Poor
1179014,1 Good
1179015,1 Good
1179016,2 Poor
1179017,1 Good
1179018,2 Poor
1179019,2 Poor
1179021,2 Poor
1179022,1 Good
1179024,1 Good
1179025,1 Good
1179026,1 Good
1179027,1 Good
1179028,1 Good
1179030,2 Poor
1179031,1 Good
1179032,1 Good
1179033,1 Good
1179034,2 Poor
1179035,1 Good
1179036,2 Poor
1179037,2 Poor
1179038,1 Good
1179039,2 Poor
1179040,2 Poor
1179041,2 Poor
1179042,2 Poor
1179043,1 Good
1179044,1 Good
1179045,1 Good
1179046,1 Good
1179048,1 Good
1179050,1 Good
1179055,2 Poor
1179056,1 Good
1179057,1 Good
1179058,1 Good
1179059,2 Poor
1179060,1 Good
1179061,1 Good
1179062,1 Good
1179063,2 Poor
1179066,2 Poor
1179067,2 Poor
1179068,1 Good
1179069,2 Poor
1179071,1 Good
1179072,2 Poor
1179073,1 Good
1179076,1 Good
1179077,1 Good
1179078,2 Poor
1179079,1 Good
1179080,2 Poor
1179082,2 Poor
1179083,1 Good
1179085,2 Poor
1179086,2 Poor
1179087,1 Good
1179091,1 Good
1179092,1 Good
1179095,1 Good
1179096,1 Good
1179097,2 Poor
1179098,1 Good
1179099,1 Good
1179102,2 Poor
1179105,1 Good
1179106,1 Good
1179110,1 Good
1179111,2 Poor
1179113,2 Poor
1179114,1 Good
1179115,1 Good
1179116,3 Bad
1179117,2 Poor
1179118,2 Poor
1179119,1 Good
1179120,2 Poor
1179121,2 Poor
1179123,2 Poor
1179124,2 Poor
1179132,1 Good
1179133,1 Good
1179135,1 Good
1179136,1 Good
1179137,2 Poor
1179138,1 Good
1179139,2 Poor
1179142,2 Poor
1179143,1 Good
1179144,2 Poor
1179145,1 Good
1179146,1 Good
1179147,1 Good
1179148,2 Poor
1179150,2 Poor
1179151,1 Good
1179152,2 Poor
1179153,2 Poor
1179154,2 Poor
1179155,2 Poor
1179156,1 Good
1179157,2 Poor
1179158,2 Poor
1179159,1 Good
1179160,2 Poor
1179161,2 Poor
1179162,1 Good
1179163,2 Poor
1179165,1 Good
1179166,1 Good
1179167,1 Good
1179168,2 Poor
1179174,1 Good
1179177,2 Poor
1179178,1 Good
1179179,2 Poor
1179180,1 Good
1179184,1 Good
1179185,2 Poor
1179186,2 Poor
1179187,1 Good
1179188,1 Good
1179189,2 Poor
1179190,1 Good
1179191,2 Poor
1179192,1 Good
1179193,1 Good
1179194,1 Good
1179195,1 Good
1179196,1 Good
1179197,1 Good
1179198,2 Poor
1179199,1 Good
1179202,1 Good
1179203,1 Good
1179205,1 Good
1179206,1 Good
1179207,1 Good
1179208,1 Good
1179209,2 Poor
1179210,1 Good
1179211,2 Poor
1179213,1 Good
1179214,1 Good
1179215,1 Good
1179216,1 Good
1179218,1 Good
1179219,2 Poor
1179221,1 Good
1179223,1 Good
1179224,1 Good
1179225,2 Poor
1179226,2 Poor
1179227,1 Good
1179230,1 Good
1179231,1 Good
1179232,1 Good
1179233,1 Good
1179234,1 Good
1179235,1 Good
1179236,1 Good
1179237,1 Good
1179238,2 Poor
1179239,2 Poor
1179240,1 Good
1179243,2 Poor
1179244,2 Poor
1179245,1 Good
1179246,2 Poor
1179248,2 Poor
1179249,1 Good
1179250,2 Poor
1179251,1 Good
1179252,1 Good
1179253,2 Poor
1179254,1 Good
1179255,1 Good
1179257,1 Good
1179258,2 Poor
1179260,2 Poor
1179262,1 Good
1179263,2 Poor
1179264,1 Good
1179266,2 Poor
1179268,1 Good
1179269,1 Good
1179270,1 Good
1179271,1 Good
1179272,1 Good
1179273,2 Poor
